genre,name,price,rank,rating,review_1,review_2,safety,total_review
Steakhouse,Wooloomooloo Steakhouse (Wan Chai),$$$$,159.0,4.0,“Farewell lunch”,“Good steak nice view”,,"1,122"
"Italian, Pizza",The Point (Tsim Sha Tsui),$$ - $$$,160.0,4.5,“Pizza can’t break my heart”,“Can’t miss the Pizza!”,,117
"Bar, British",The Chinnery,$$ - $$$,161.0,4.5,“Fish N Chips Ardbeg double Ardbeg doubl...”,"“... starter, lamb and chicken takka as ...”",,141
"Chinese, Asian",Ding Dim 1968,$,162.0,4.5,“Try the pan fried rice roll”,“Ding Dim 1968 !!”,,914
"Chinese, Asian",Mott 32,$$$$,163.0,4.5,"“Mott's duck is highly recommended if you love Peking duck, simply the best in...”",“Best Peking Duck (Apple smoked) in town - just remember to pre-order when you...”,,"1,296"
"Japanese, Seafood",Unkai Japanese Cuisine,$$$$,164.0,4.5,“We had a teppanyaki set and s lovely seafood hotpot.”,“... high-level Japanese Restaurant (we only left the tempura for the next time).”,,212
,Lobby Lounge (Marco Polo Hongkong Hotel),$$ - $$$,165.0,4.5,"“... very tender and juicy, the oyster fresh , crab leg salad little bite for ...”","“... serving from cheese, salad, fresh oysters, speciality salad and sashimi.”",,98
"Chinese, Asian",Tsim Chai Kee,$,166.0,4.5,“Delicious Best Wong tong soup and vegetables”,“Prawn wonton soup amazing!”,,254
"Chinese, Asian",Hutong,$$$$,167.0,4.0,“Fried rice and crispy shredded beef.”,"“It is just entire HK. - food is excellent: We had prawns, pork, fried rice, a...”",,"1,875"
"Chinese, Asian",Sister Wah,$,168.0,4.0,“I had the curry beef brisket rice noodl...”,“... rice with curry beef brisket and de...”,,317
"French, Contemporary",SKYE,$$$$,169.0,4.5,“Great Bar”,“... for a unique cocktail or tasting menu.”,,227
"International, Asian",Mean Noodles,$$ - $$$,170.0,5.0,“Best Laksa in Hong Kong!”,"“A true gem in HK, and the best laksa!!!”",,67
,Little Vegas,$$ - $$$,171.0,4.0,"“There were 4 buffalo wings, 3 pieces of...”","“... ribs, onion rings and buffalo wings.”",,138
"Seafood, Bar",Fish Bar,$$ - $$$,172.0,4.5,“Absolutely fantastic food and the oysters are to die for.”,"“The oysters are freshly chucked, the mussels are huge and the broth is great.”",,238
Cafe,Winstons Coffee,$,173.0,4.5,“Great little sandwiches and drinks”,“... options - sandwiches (with good thi...”,,176
Spanish,22 Ships,$$ - $$$,174.0,4.0,"“... carabinero (red prawns), grilled octopus and uni toast as tapas, and we o...”",“... and topped with a sunny side up quail egg - Green tea cheesecake: our ser...”,,587
"Chinese, Asian",DimDimSum Dim Sum Specialty Store (Jordan),$,175.0,4.0,"“We ate the steamed shrimp dumplings, shrimp and pork dumplings with crab roe...”","“The steamed pork spare ribs were delicious, but took the longest to come out.”",,667
"Steakhouse, International",hEat,$$$$,176.0,4.5,“... 仲加入左檸檬草 十分清新開胃的配搭 🍽Greek Style Salmon 魚皮煎到香脆 魚肉十分嫩滑 醬汁用上了大量蕃茄和黑橄欖 甜甜酸酸 好...”,"“Wow, the steak is so beefy and tender 😋😋 Pic 2 Huge Seasonal Clams in lemon...”",,104
"Japanese, Peruvian",Tokyolima,$$ - $$$,177.0,4.0,"“We started with tacos and pork buns, bo...”","“The children’s courses of burger, tacos...”",,284
"Asian, International",cafe TOO,$$ - $$$,178.0,4.0,"“However, the beef tenderloin is way too dry even I asked for medium rare”",“... they had wagyu teppanyaki as well - a double heavenly culinary experience!”,,409
"Italian, Pizza",Sole Mio,$$ - $$$,179.0,4.5,"“The salads and vegetables are always fresh, pasta is great, pizzas delicious...”",“The mushroom soup and the spicy aglio olio pasta one of the best ever had!”,,187
"Contemporary, Fusion",Man Mo Dim Sum,$$ - $$$,180.0,4.5,“Dim sum with a French twist”,"“Excellent, great moment. Great food...”",,247
"French, European",Bouchon Bistro Francais,$$ - $$$,181.0,4.5,"“Salad, complementary baguette and butte...”","“The Lyonnaise Salad was great too, clas...”",,275
"Chinese, Asian",Canton Pot,$$ - $$$,182.0,4.5,"“... for example, wagyu, lobster and beef.”",“Jt”,,102
"Chinese, Asian",Tim Ho Wan Sham Shui Po,$,183.0,4.0,"“We enjoyed pork buns, shrimp rolls, egg cakes and everything melted on the to...”","“Great Dim Sum, energetic, friendly staff and an iconic venue.”",,"1,374"
Asian,Mui Kee Congee,$,184.0,4.0,“Try the pork innards or fish belly porr...”,“... and the Minced Pork & Century Egg.”,,191
"British, Bar",BRICK LANE (Causeway Bay),$$ - $$$,185.0,4.5,"“... this is the perfect spot, And tried the HH beers and cocktail and nachos.”",“旺中帶靜嘅英倫風cafe🇬🇧”,,173
"Chinese, Asian",Chilli Fagara,$$ - $$$,186.0,4.0,“Amazing spicy chinese food”,"“We had the impossible dumplings (vegan), sichuan lotus root, dan dan noodles...”",,391
"Chinese, Asian",Restaurant de Chine,$$$$,187.0,4.5,“Lan Kwai Fong Noble Chinese Restaurant 🥡”,"“... New Year, me and my family went to this fancy Chinese restaurant for dinner.”",,100
"Chinese, Asian",Tian Tian Hainanese Chicken Rice,$$ - $$$,188.0,4.5,“... the buk kut teh Wagyu beef noodles.”,“Hainanese Chicken Rise from Singapore”,,170
"International, Asian",Cafe Kool,$$ - $$$,189.0,4.0,"“Highly recommend their Laksa soup, which is spicy and authentic.”",“Ranging from cold crab to sweet shrimp sashimi to roast beef to raw tuna slic...”,,388
"European, British",The Lobby at the Peninsula Hong Kong,$$$$,190.0,4.0,“Coffee!”,“Nice dinner set”,,"1,655"
,Mamaday Studio,$$ - $$$,191.0,4.5,“▪️佐敦玩味打卡輕食cafe - Mamaday Studio🤡🌈 *▪️”,“An iconic storefront design”,,53
Chinese,Man Ho Chinese Restaurant,$$$$,192.0,4.5,“New Tasting Menu with Wine Pairing”,“Refined Cantonese feast”,,218
"Asian, Thai",Soul Food Thai,$$ - $$$,193.0,4.5,"“The bright green colour of the green curry, to the deep redness of the penang...”",“Ordered a few dishes including the green curry and pork larp- highly recommen...”,,119
"European, Contemporary",Felix,$$$$,194.0,4.0,“It's worth mentioning how delightful the Quail in Escabeche and the Duck Magr...”,“Then we have the Sea bass Provencal and Duck Magret for main course.”,,"1,091"
International,Tiffin Lounge (Grand Hyatt Hong Kong),$$$$,195.0,4.5,“Birthday Afternoon tea”,“GREAT buffet!”,,238
,Aqua Luna,$$ - $$$,196.0,4.5,“A must do in Hong Kong”,“Night time cruise”,,176
"Chinese, Fast Food",Heyitai Restaurant,$,197.0,4.0,“Budget snacks”,“great place for snacks”,,193
"British, European",Kinship,$$ - $$$,198.0,4.5,“Not only was the food amazing..(we loved the cod appetizer and the pork loin...”,"“Salmon and Okinawa pork belly for our main, quite nice as well 😋😋😋 I like...”",,95
International,"The Place (Cordis, Hong Kong)",$$ - $$$,199.0,4.0,"“... (oysters, lobster, shrimp, crab leg...”",“... offered lobster tail and crab legs.”,,369
,Happyland,$$ - $$$,200.0,4.5,“Lovely kitty place”,“同貓貓共度一宵!”,,79
"Mexican, Latin",Taqueria Super Macho,$$ - $$$,201.0,5.0,"“As a fish lover, I fell in love with shrimp a la plancha and crispy fish tacos!”",“Very good baja style taco-bar on Bridges street near PMQ”,,65
"Steakhouse, British",Feather & Bone - Mid-Levels,$$ - $$$,202.0,4.5,"“... food is amazing, the steak, the burger, the mozzarella , yamiii!!! Defini...”","“... The food were very delicious, especially the steak and the burger!!!”",,117
"Irish, Bar",Delaney's Kowloon Irish Bar,$$ - $$$,203.0,4.0,“Atmospheric old fashioned pub and restaurant in the centre of town with top c...”,“Fish and Chips were good and the Burger was excellent - just what the doctor...”,,588
European,The Continental,$$ - $$$,204.0,4.0,“Chicken was very juicy and lobster pasta was on the star of our dinner.”,"“Absolutely loved the kingfish carpaccio and their new dish, trofie pesto pasta.”",,249
"Middle Eastern, Lebanese",BEDU,$$ - $$$,205.0,4.5,"“We also shared the smoky hummus and pita, also excellent.”",“HOMEMADE FLATBREAD WITH SMOKY HUMMUS EGGPLANT CARPACCIO 隨著愈來愈多人注重健康和綠色生活，響應加入...”,,87
"Chinese, Asian",Dim Sum Square,$,206.0,4.0,“One of the best DimSum i ever had”,“Excellent Dumplings”,,952
"Japanese, Soups",Bari-Uma,$$ - $$$,207.0,4.0,“So Good Ramen...Stand behind the line”,“Delicious”,,138
"Swiss, European",Chesa,$$$$,208.0,4.5,“Good Meal with Friendly Staff”,“Great Swiss restaurant in HK”,,187
Chinese,Run Chinese Restaurant - The St. Regis Hong Kong,$$$$,209.0,4.5,“As the whole duck made us quite full th...”,“... night to sample their Peking duck.”,,89
"Bar, Contemporary",Popinjays,$$$$,210.0,4.5,“Nice Cocktail friendly service”,“The best afternoon tea in Hong Kong!”,,207
"Steakhouse, European",Beefbar Hong Kong,$$$$,211.0,4.5,“Highly recommended their Angus beef burger for those that like beefy and lean...”,"“The beef tartare is a must try (they have a number of varieties), we had the...”",,152
International,Grand Cafe (Grand Hyatt Hong Kong),$$ - $$$,212.0,4.5,“The salmon was fresh and so was the conversation -over there is a Netflix exe...”,"“The quality of the food and drinks, the design, but most of all, the service...”",,214
"Chinese, Asian",Ye Shanghai,$$$$,213.0,4.0,“Lovely dim sum”,“Xiao Long Bao are great though.”,,349
"Japanese, Sushi",Imasa,$$$$,214.0,4.5,“great Japanese food at The Peninsula”,"“... japanese food items, from sashimi, sushi, crab legs, uni, hot dishes, to ...”",,139
"Chinese, Asian",Ye Shanghai (K11 Musea),$$$$,215.0,4.0,“The small portion of crab meat was very...”,“Not as outstanding as Ming Court”,,315
"Chinese, Asian",Tsim Chai Kee Noodle Shop,$,216.0,4.0,"“Small place, tasty dumplings and noodles”","“The fish balls and dumplings are huge,...”",,773
"Chinese, Asian",DimDimSum Dim Sum Specialty Store (Wan Chai),$,217.0,4.0,“lovely dimsum”,“Tasty DimDimSum”,,940
"Chinese, Asian",Cuisine Cuisine at the Mira Hong Kong,$$$$,218.0,4.0,“Best Peking Duck”,“The Peking duck is excellent and the ch...”,,316
"European, International",Forte,$$ - $$$,219.0,4.5,"“... cold seafood, sashimi, salad, desse...”",“... seafood and sashimi on the buffet s...”,,123
"Japanese, Seafood",Isono Suisan,$$ - $$$,220.0,5.0,“Highly recommend the “Oyster Congee” and “Tuna Forehead Hamayaki”.”,“One among many Japanese restaurants in...”,,58
"Italian, Japanese","Aqua Roma, Aqua Tokyo & Aqua Spirit",$$$$,221.0,4.5,“The scallops are a highlight and the staff go out of their way to look after...”,"“The sashimi platter was superb - oyster, salmon, tuna.”",,"3,096"
"Chinese, Asian",Mak Man Kee Noodle Shop,$,222.0,4.0,“Had the most delicious Tiger Shrimp Wontons!”,“Another delicious wonton noodles at Mak Man kee Noodle Shop Hong Kong...”,,647
"Asian, Thai",Samsen,$$ - $$$,223.0,4.5,“We had the prawn pad thai which had nice plump prawns and great noodles.”,"“My wok fried Wagyu beef with holy basil, Thai garlic & Chili.”",,183
"Chinese, Asian",Din Tai Fung Sha Tin,$$ - $$$,224.0,4.0,"“Still the best soup dumplings in town and always friendly, helpful service.”","“Aside from the signature xiao long bao, the beef noodle soup and fried pork c...”",,216
"Seafood, Mediterranean",Casa Lisboa Portuguese Restaurant & Bar,$$ - $$$,225.0,4.5,“Seafood are great!”,“Cod fish bacalao braza very tasty.”,,141
"Chinese, Asian",Chef Mickey,$$ - $$$,226.0,4.0,"“... Eastern type (fresh made noodles, wanton soup) dim sum style buns, and In...”",“Direct shuttle to and from Disney Hong Kong.”,,363
"European, British",BRICK LANE (Admiralty),$$ - $$$,227.0,4.5,“Ok lunch”,“高質西餐”,,194
"Chinese, Asian",Delicious Kitchen,$$ - $$$,228.0,4.0,“Nice and cheap”,“Still delicious.”,,285
"Chinese, Asian",The Chinese Library,$$$$,229.0,4.5,"“The first course is Dim Sum Platter, including Laksa Xiaolong Bao and 'Racing...”","“With 2 hours free flow champagne for 300 extra, the food was good, Bbq pork w...”",,133
"French, European",L'Envol,$$$$,230.0,4.5,"“... the food (highlights were the razor clams, the steak and the cheese troll...”","“For starter, I selected grilled tuna 5 spices, love the freshness of tuna and...”",,84
"American, Bar",Bubba Gump Shrimp Co.,$$ - $$$,231.0,4.0,“Had the Texas Cajun Chicken Burger and...”,“Our mussels were cold and pasta wasn’t...”,,"1,440"
"Bar, Pub",Kowloon Taproom,$$ - $$$,232.0,4.5,“This bar is a must for all craft beer l...”,"“... on-tap lagers, ales, porters and st...”",,139
"Chinese, Asian",Empire City Roasted Duck,$$ - $$$,233.0,4.0,"“We enjoyed their roasted duck served with paper thin pancakes, cucumber, shal...”",“It was well worth the wait as the Duck and the Pancakes which were steamed an...”,,278
"Japanese, Asian",Silencio,$$$$,234.0,5.0,“The Perfect Wagyu Katsu Sando 🐮”,"“... used for Silencio’s original new-style Nigiri, Sashimi and Specialty Rolls.”",,53
"Chinese, Asian",DimDimSum Dim Sum Specialty Store (Mong Kok),$,235.0,4.0,"“Shrimp dumpling 蝦餃 come with a thin yet chewy flour, shrimp witth chili oil 紅...”",“No chili or soy sauce which would have complement their dumplings.”,,786
Barbecue,The Grill (Grand Hyatt Hong Kong),$$ - $$$,236.0,4.5,“Amazing place to chill and dine”,“Good food by the pool”,,164
"Chinese, Seafood",Ju Xing Home,$$ - $$$,237.0,4.5,“One of the best Cantonese cuisine I fou...”,“One of the best Cantonese food in HK wi...”,,99
"Chinese, Asian","Ming Court (Cordis, Hong Kong)",$$$$,238.0,4.0,"“... soup, leek and garlic black cod, braised abalone, apple cider vinegar Ibe...”","“... 龍皇披金甲 Cod Fish Fillet, Minced Shrimp, Spiced Shrimp, Fried 多年來都是店方的名物，將新鮮...”",,646
"Chinese, Fast Food",Lau Sum Kee Noodles,$,239.0,4.0,“Good beef noodle”,“Return visit”,,163
"Chinese, Asian",Social Place,$$ - $$$,240.0,4.0,“Incredible Dim Sum!”,“Great Creative Dim Sum”,,354
"Italian, European",Amici,$$ - $$$,241.0,4.5,“Great lunch”,“What a disappointment!”,,89
"Japanese, Asian",Okra Kitchen,$$ - $$$,242.0,4.5,“Great Sake Pairing and Atmosphere”,“... and unique flavours made it an interesting twist on a simple menu item.”,,105
"Chinese, Asian",City Hall Maxim's Palace,$$ - $$$,243.0,4.0,“Delicious dim sum in a beautiful setting”,“Really good dimsum in great ambience”,,"1,307"
"International, European",Flying Pig Bistro,$$ - $$$,244.0,4.5,"“... veg, gravy, salad; and you can have...”",“The lobster salad was huge and so fresh.”,,165
"Chinese, Asian","Tim Ho Wan, the Dim-Sum Specialists",$,245.0,4.0,"“The baked bun with BBQ pork and steamed egg cakes were both incredible, and o...”",“Good Dim Sum Good Price”,,"3,245"
"Asian, Vietnamese",Bep Vietnamese Kitchen,$$ - $$$,246.0,4.0,"“We enjoy their Pho selections, the spic...”",“... salad and some crisp spring rolls.”,,326
"Japanese, Asian",Butao Ramen,$$ - $$$,247.0,4.0,“Best ramen in HK and quite possibly the best eggs in the world!”,"“... Butao with pork butt...definitely garlic oil, 3 chili spice & spring onion”",,188
"Japanese, Seafood",Daikiya Japanese Restaurant (Tsim Sha Tsui Shop),$$ - $$$,248.0,4.0,"“Food includes sashimi, tempura, salads, grilled items.”","“You have a great choice of yakitori, tempura, noodle and rice dishes.”",,258
European,Spark Bar & Restaurant,$$ - $$$,249.0,4.5,"“The Chittara was also good, loaded with crabmeat in a rich shellfish reductio...”",“... 。當中有Blue crab、baby spinach、shellfish reduction。Chitarra的蟹味十分突出，湯汁也十分濃郁。 我...”,,84
Indian,Dimpal Fusion Restaurant & Bar,$$ - $$$,250.0,4.5,“Average restaurant with vast menu”,“A small place that does so many things...”,,118
International,Three on Canton,$$ - $$$,251.0,4.5,"“If you want unlimited lobster, lamb, roast beef, crawfish, sushi, sashimi, In...”","“... price reasonable and excellent roast beef, sashimi and desert as well.”",,194
"Chinese, Asian",Wu Kong Shanghai Restaurant,$$ - $$$,252.0,4.0,“... sweet and sour pork various dumplin...”,“... duck in pancakes with special sauce...”,,370
